id,original_prompt,used_prompt,generated_text_raw,generated_text_clean,p_value,z_score,generated_text_attack,z_attack
0,tv future in the hands of viewers with home theatre systems  plasma high-definition tvs  and digital video recorders moving into the living room  the way people watch tv will be radically different in five years  time.  that is according to an expert panel which gathered at the annual consumer electronics show in las vegas to discuss how these new technologies will impact one of our favourite pastimes. with the us leading the trend  programmes and other content will be delivered to viewers via home networks  through cable  satellite  telecoms companies  and broadband service providers to front rooms and portable devices.  one of the most talked-about technologies of ces has been digital and personal video recorders (dvr and pvr). these set-top boxes  like the us s tivo and the uk s sky+ system  allow people to record  store  play  pause and forward wind tv programmes when they want.  essentially  the technology allows for much more personalised tv. they are also being built-in to high-definition tv sets  which are big business in japan and the us  but slower to take off in europe because of the lack of high-definition programming. not only can people forward wind through adverts  they can also forget about abiding by network and channel schedules  putting together their own a-la-carte entertainment. but some us networks and cable and satellite companies are worried about what it means for them in terms of advertising revenues as well as  brand identity  and viewer loyalty to channels. although the us leads in this technology at the moment  it is also a concern that is being raised in europe  particularly with the growing uptake of services like sky+.  what happens here today  we will see in nine months to a years  time in the uk   adam hume  the bbc broadcast s futurologist told the bbc news website. for the likes of the bbc  there are no issues of lost advertising revenue yet. it is a more pressing issue at the moment for commercial uk broadcasters  but brand loyalty is important for everyone.  we will be talking more about content brands rather than network brands   said tim hanlon  from brand communications firm starcom mediavest.  the reality is that with broadband connections  anybody can be the producer of content.  he added:  the challenge now is that it is hard to promote a programme with so much choice.   what this means  said stacey jolna  senior vice president of tv guide tv group  is that the way people find the content they want to watch has to be simplified for tv viewers. it means that networks  in us terms  or channels could take a leaf out of google s book and be the search engine of the future  instead of the scheduler to help people find what they want to watch. this kind of channel model might work for the younger ipod generation which is used to taking control of their gadgets and what they play on them. but it might not suit everyone  the panel recognised. older generations are more comfortable with familiar schedules and channel brands because they know what they are getting. they perhaps do not want so much of the choice put into their hands  mr hanlon suggested.  on the other end  you have the kids just out of diapers who are pushing buttons already - everything is possible and available to them   said mr hanlon.  ultimately  the consumer will tell the market they want.   of the 50 000 new gadgets and technologies being showcased at ces  many of them are about enhancing the tv-watching experience. high-definition tv sets are everywhere and many new models of lcd (liquid crystal display) tvs have been launched with dvr capability built into them  instead of being external boxes. one such example launched at the show is humax s 26-inch lcd tv with an 80-hour tivo dvr and dvd recorder. one of the us s biggest satellite tv companies  directtv  has even launched its own branded dvr at the show with 100-hours of recording capability  instant replay  and a search function. the set can pause and rewind tv for up to 90 hours. and microsoft chief bill gates announced in his pre-show keynote speech a partnership with tivo  called tivotogo  which means people can play recorded programmes on windows pcs and mobile devices. all these reflect the increasing trend of freeing up multimedia so that people can watch what they want  when they want.,tv future in the hands of viewers with home theatre systems plasma high-definition tvs and digital video recorders moving into the living room the way people watch tv will be radically different in five years time. that is according to an expert panel which gathered at the annual consumer electronics show in las vegas to discuss how these new technologies will impact one of our favourite pastimes. with the us leading the trend programmes and other content will be delivered to viewers via home networks through cable satellite telecoms companies and," broadcast services. the world has seen a dramatic shift from traditional television, where there was once a single set of cable-TV channels, to streaming, where a live-action movie, music video, and even the occasional series, is produced. the technology is becoming more complex as the demand for content increases, however the potential for great value, as well as the power of this technology, continues to grow.
The panelists:
Alphie-Marie-Lisboni, Founder","broadcast services. the world has seen a dramatic shift from traditional television, where there was once a single set of cable-TV channels, to streaming, where a live-action movie, music video, and even the occasional series, is produced. the technology is becoming more complex as the demand for content increases, however the potential for great value, as well as the power of this technology, continues to grow.",0.6576952657166102,-0.4061811972299616,"broadcast services. the world has see a dramatic shift from traditional telecasting, where there was once a individual set of cable-TV channels, to streaming, where a live-action movie, music video, and even the occasional series, is produced. the technology is get more complex as the demand for content increases, however the potency for great value, as well as the powerfulness of this engineering, continues to turn.",-0.06415002990995841
1,worldcom boss  left books alone  former worldcom boss bernie ebbers  who is accused of overseeing an $11bn (5.8bn) fraud  never made accounting decisions  a witness has told jurors.  david myers made the comments under questioning by defence lawyers who have been arguing that mr ebbers was not responsible for worldcom s problems. the phone company collapsed in 2002 and prosecutors claim that losses were hidden to protect the firm s shares. mr myers has already pleaded guilty to fraud and is assisting prosecutors.  on monday  defence lawyer reid weingarten tried to distance his client from the allegations. during cross examination  he asked mr myers if he ever knew mr ebbers  make an accounting decision  .  not that i am aware of   mr myers replied.  did you ever know mr ebbers to make an accounting entry into worldcom books   mr weingarten pressed.  no   replied the witness. mr myers has admitted that he ordered false accounting entries at the request of former worldcom chief financial officer scott sullivan. defence lawyers have been trying to paint mr sullivan  who has admitted fraud and will testify later in the trial  as the mastermind behind worldcom s accounting house of cards.  mr ebbers  team  meanwhile  are looking to portray him as an affable boss  who by his own admission is more pe graduate than economist. whatever his abilities  mr ebbers transformed worldcom from a relative unknown into a $160bn telecoms giant and investor darling of the late 1990s. worldcom s problems mounted  however  as competition increased and the telecoms boom petered out. when the firm finally collapsed  shareholders lost about $180bn and 20 000 workers lost their jobs. mr ebbers  trial is expected to last two months and if found guilty the former ceo faces a substantial jail sentence. he has firmly declared his innocence.,worldcom boss left books alone former worldcom boss bernie ebbers who is accused of overseeing an $11bn (5.8bn) fraud never made accounting decisions a witness has told jurors. david myers made the comments under questioning by defence lawyers who have been arguing that mr ebbers was not responsible for worldcom s problems. the phone company collapsed in 2002 and prosecutors claim that losses were hidden to protect the firm s shares. mr myers has already pleaded guilty to fraud,"ulently obtaining information, but his plea deal does not include any criminal charges. he was sentenced in 2009 to 18-month imprisonment, with a maximum sentence of 40-40 years. his lawyer, jimmymymyers, said: ""The defendant's actions are consistent with a pattern of criminal conduct.
""His criminal behaviour, as reported in the Times, was not, however, consistent with the standard. ""He was clearly aware that worldcom had its own issues and, therefore","ulently obtaining information, but his plea deal does not include any criminal charges. he was sentenced in 2009 to 18-month imprisonment, with a maximum sentence of 40-40 years. his lawyer, jimmymymyers, said: ""The defendant's actions are consistent with a pattern of criminal conduct. ""His criminal behaviour, as reported in the Times, was not, however, consistent with the standard.",0.6576952657166102,-0.4061811972299616,"ulently obtain info, but his plea trade does not include any criminal charge. he was sentenced in 2009 to 18-month imprisonment, with a maximal sentence of 40-40 years. his attorney, jimmymymyers, said: ""The defendant's action are consistent with a pattern of condemnable doings. ""His condemnable behavior, as account in the Times, was not, however, consistent with the criterion.",1.147638083514009
2,tigers wary of farrell  gamble  leicester say they will not be rushed into making a bid for andy farrell should the great britain rugby league captain decide to switch codes.   we and anybody else involved in the process are still some way away from going to the next stage   tigers boss john wells told bbc radio leicester.  at the moment  there are still a lot of unknowns about andy farrell  not least his medical situation.  whoever does take him on is going to take a big  big gamble.  farrell  who has had persistent knee problems  had an operation on his knee five weeks ago and is expected to be out for another three months. leicester and saracens are believed to head the list of rugby union clubs interested in signing farrell if he decides to move to the 15-man game.  if he does move across to union  wells believes he would better off playing in the backs  at least initially.  i m sure he could make the step between league and union by being involved in the centre   said wells.  i think england would prefer him to progress to a position in the back row where they can make use of some of his rugby league skills within the forwards.  the jury is out on whether he can cross that divide.  at this club  the balance will have to be struck between the cost of that gamble and the option of bringing in a ready-made replacement.,tigers wary of farrell gamble leicester say they will not be rushed into making a bid for andy farrell should the great britain rugby league captain decide to switch codes. we and anybody else involved in the process are still some way away from going to the next stage tigers boss john wells told bbc radio leicester. at the moment there are still a lot of unknowns about andy farrell not least his medical situation. whoever does take him on is going to take a," risk. it seems like he isnt having too good of a season so far as leicester,lewisland and.wolverhampton.were-coming-to-the-bigger-team-a-team.weve-got-a+fitness-systems-in-place-for-the_biggertiger.wehappened.com.ukThetiger_gators-cricket_season_2021-09","risk. it seems like he isnt having too good of a season so far as leicester,lewisland and.wolverhampton.were-coming-to-the-bigger-team-a-team.weve-got-a+fitness-systems-in-place-for-the_biggertiger.wehappened.com.",1.5102395148813977e-25,10.381170814652515,"peril. it look like he isnt have overly good of a season so far as leicester,lewisland and.wolverhampton.were-come-to-the-bigger-squad-a-team.weve-got-a+fitness-system-in-spot-for-the_biggertiger.wehappened.com.",1.4381849910133495
3,yeading face newcastle in fa cup premiership side newcastle united face a trip to ryman premier league leaders yeading in the fa cup third round.  the game - arguably the highlight of the draw - is a potential money-spinner for non-league yeading  who beat slough in the second round. conference side exeter city  who knocked out doncaster on saturday  will travel to old trafford to meet holders manchester united in january. arsenal were drawn at home to stoke and chelsea will play host to scunthorpe. the only other non-league side in the draw are hinckley united  who held brentford to a goalless draw on sunday. they will meet league one leaders luton if they win their replay against martin allen s team at griffin park.  a number of premiership teams face difficult away games against championship sides on the weekend of 8/9 january. third-placed everton visit plymouth  liverpool travel to burnley  crystal palace go to sunderland  fulham face carling cup semi-finalists watford  bolton meet ipswich  while aston villa were drawn against sheffield united. premiership strugglers norwich  blackburn  west brom are away at west ham  cardiff and preston north end respectively. southampton visit northampton  having already beaten the league two side in the carling cup earlier this season. middlesbrough were drawn away against either swindon or notts county  while spurs entertain brighton at white hart lane.  arsenal v stoke  swindon/notts co v middlesbrough  man utd v exeter  plymouth v everton  leicester v blackpool  derby v wigan  sunderland v crystal palace  wolves v millwall  yeading v newcastle  hull v colchester  tottenham v brighton  reading v stockport/swansea  birmingham v leeds  hartlepool v boston  milton keynes dons v peterborough  oldham v man city  chelsea v scunthorpe  cardiff v blackburn  charlton v rochdale  west ham v norwich  sheff utd v aston villa  preston v west brom  rotherham v yeovil  burnley v liverpool  bournemouth v chester  coventry v crewe  watford v fulham  ipswich v bolton  portsmouth v gillingham  northampton v southampton  qpr v nottm forest  luton v hinckley/brentford  matches to be played on weekend of 8/9 january.,yeading face newcastle in fa cup premiership side newcastle united face a trip to ryman premier league leaders yeading in the fa cup third round. the game - arguably the highlight of the draw - is a potential money-spinner for non-league yeading who beat slough in the second round. conference side exeter city who knocked out doncaster on saturday will travel to old trafford to meet holders manchester united in january. arsenal were drawn," against exeter.newcastleunited face newarkhampton.the game - possibly the most exciting, exciting, and exciting.the.newton.farnham.the-newtonton.city.homecoming.the'newton' club.the'.newton'.the.francoisland's-newest.thefarnside.the_newton_football.theFC.thefield.theredeemedlethorpe.theatres","against exeter.newcastleunited face newarkhampton.the game - possibly the most exciting, exciting, and exciting.the.newton.farnham.the-newtonton.city.homecoming.the'newton' club.the'.newton'.the.francoisland's-newest.thefarnside.the_newton_football.theFC.thefield.theredeemedlethorpe.",7.108709854308522e-40,13.163586137523469,"against exeter.newcastleunited face newarkhampton.the game - possibly the most exciting, exciting, and exciting.the.newton.farnham.the-newtonton.city.homecoming.the'newton' club.the'.newton'.the.francoisland's-newest.thefarnside.the_newton_football.theFC.thefield.theredeemedlethorpe.",1.6239245061540772
4,ocean s twelve raids box office ocean s twelve  the crime caper sequel starring george clooney  brad pitt and julia roberts  has gone straight to number one in the us box office chart.  it took $40.8m (21m) in weekend ticket sales  according to studio estimates. the sequel follows the master criminals as they try to pull off three major heists across europe. it knocked last week s number one  national treasure  into third place. wesley snipes  blade: trinity was in second  taking $16.1m (8.4m). rounding out the top five was animated fable the polar express  starring tom hanks  and festive comedy christmas with the kranks.  ocean s twelve box office triumph marks the fourth-biggest opening for a december release in the us  after the three films in the lord of the rings trilogy. the sequel narrowly beat its 2001 predecessor  ocean s eleven which took $38.1m (19.8m) on its opening weekend and $184m (95.8m) in total. a remake of the 1960s film  starring frank sinatra and the rat pack  ocean s eleven was directed by oscar-winning director steven soderbergh. soderbergh returns to direct the hit sequel which reunites clooney  pitt and roberts with matt damon  andy garcia and elliott gould. catherine zeta-jones joins the all-star cast.  it s just a fun  good holiday movie   said dan fellman  president of distribution at warner bros. however  us critics were less complimentary about the $110m (57.2m) project  with the los angeles times labelling it a  dispiriting vanity project . a milder review in the new york times dubbed the sequel  unabashedly trivial .,ocean s twelve raids box office ocean s twelve the crime caper sequel starring george clooney brad pitt and julia roberts has gone straight to number one in the us box office chart. it took $40.8m (21m) in weekend ticket sales according to studio estimates. the sequel follows the master criminals as they try to pull off three major heists across europe. it knocked last week s number one national treasure into third place. wesley snipes," is now in fourth. the film has taken a big hit in the theaters. it was released in america by star-studded.

Oscar-nominated director oscar-award winning director:aaron hartley stars in this.Oscarnominated screenplay:britainianianicorenovels:comedy,comedy-drama-musicalandcomedy/academyofanimals:theatre,comicbooks:",is now in fourth. the film has taken a big hit in the theaters. it was released in america by star-studded. Oscar-nominated director oscar-award winning director:aaron hartley stars in this.,5.128915995411068e-22,9.57427107756338,is now in fourth. the pic has take a big hit in the theater. it was released in america by star-dot. Oscar-nominated manager oscar-awarding winning manager:aaron hartley star in this.,1.3333333333333333
5,howard hits back at mongrel jibe michael howard has said a claim by peter hain that the tory leader is acting like an  attack mongrel  shows labour is  rattled  by the opposition.  in an upbeat speech to his party s spring conference in brighton  he said labour s campaigning tactics proved the tories were hitting home. mr hain made the claim about tory tactics in the anti-terror bill debate.  something tells me that someone  somewhere out there is just a little bit rattled   mr howard said. mr hain  leader of the commons  told bbc radio four s today programme that mr howard s stance on the government s anti-terrorism legislation was putting the country at risk. he then accused the tory leader of behaving like an  attack mongrel  and  playing opposition for opposition sake .  mr howard told his party that labour would  do anything  say anything  claim anything to cling on to office at all costs .  so far this year they have compared me to fagin  to shylock and to a flying pig. this morning peter hain even called me a mongrel.  i don t know about you  but something tells me that someone  somewhere out there is just a little bit rattled.  environment secretary margaret beckett rejected mr howard s comment  telling radio 4 s pm programme that labour was not  rattled .  we have a very real duty to try to get people to focus on michael howard s record  what the proposals are that he is trying to put forward to the country and also the many examples we are seeing now of what we believe is really poor judgement on his behalf.   mr howard said tory policies on schools  taxes  immigration and crime were striking a chord with voters.   since the beginning of this year - election year - we ve been making the political weather   he told the party conference. mr howard denied he had been  playing politics  by raising the case of margaret dixon  whose operation had been cancelled seven times  which grabbed headlines for the party two weeks ago. and he hit back at labour claims he had used mrs dixon as a  human shield .  she s not a human shield mr blair  she s a human being.  mr howard said his party plans for immigration quotas  which have also been the focus of much media coverage  were not  racist  - just  common sense .  he pledged cleaner hospitals and better school discipline  with a promise to get rid of  political correctness  in the national curriculum and give everyone to the same chance of a  decent  state education as he had.  i come from an ordinary family. if the teenage michael howard were applying to cambridge today  gordon brown would love me.   and he stressed his party s commitment to cut taxes and red tape and increase the basic state pension in line with earnings. he finished with a personal appeal to party activists to go out and win the next election.  one day you will be able to tell your children and grandchildren as i will tell mine   i was there. i did my bit. i played my part. i helped to win that famous election - the election that transformed our country for the better .  labour election co-ordinator alan milburn said:  michael howard s speech today confirms what we have always said - that his only strategy is opportunism but he has no forward vision for the country. in reference to the appearance of mr howard s family on the conference stage with him  mr milburn said:  michael howard is perfectly entitled to pose with his family today.  but it is the hard working families across britain that will be damaged by his plan to cut 35bn from public spending.,howard hits back at mongrel jibe michael howard has said a claim by peter hain that the tory leader is acting like an attack mongrel shows labour is rattled by the opposition. in an upbeat speech to his party s spring conference in brighton he said labour s campaigning tactics proved the tories were hitting home. mr hain made the claim about tory tactics in the anti-terror bill debate. something tells me that someone somewhere out there is just," really worried about the tates, who arent as worried as the rest.theresareson: is it true that marylandisissofactionandfinanceandthetorypartyareaverybadassallrightyokie:iamnotgoingtobelieveitagain:iwillneverbelieveanymore:thetoriesaregettingbacktothefrontlinesofwarwarwarwetheshouldn'tbeasifwearegettingoutofthis","really worried about the tates, who arent as worried as the rest.",1.4969103676653874e-33,12.014163976507968,"really distressed about the tate, who arent as distressed as the residual.",0.14907119849998599
6,blair prepares to name poll date tony blair is likely to name 5 may as election day when parliament returns from its easter break  the bbc s political editor has learned.  andrew marr says mr blair will ask the queen on 4 or 5 april to dissolve parliament at the end of that week. mr blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently. downing street would not be drawn on the claim  saying election timing was a matter for the prime minister.  a number 10 spokeswoman would only say:  he will announce an election when he wants to announce an election.  the move will signal a frantic week at westminster as the government is likely to try to get key legislation through parliament. the government needs its finance bill  covering the budget plans  to be passed before the commons closes for business at the end of the session on 7 april.  but it will also seek to push through its serious and organised crime bill and id cards bill. mr marr said on wednesday s today programme:  there s almost nobody at a senior level inside the government or in parliament itself who doesn t expect the election to be called on 4 or 5 april.  as soon as the commons is back after the short easter recess  tony blair whips up to the palace  asks the queen to dissolve parliament ... and we re going.  the labour government officially has until june 2006 to hold general election  but in recent years governments have favoured four-year terms.,blair prepares to name poll date tony blair is likely to name 5 may as election day when parliament returns from its easter break the bbc s political editor has learned. andrew marr says mr blair will ask the queen on 4 or 5 april to dissolve parliament at the end of that week. mr blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently. downing street would not be drawn on the claim," that it was a ""loud"" protest, as opposed to a peaceful one. in fact, there is an argument for calling the day a ""poll"". there is also the question of whether or not the queen would like a party. mrs blair says: ""well"".s,bb:i am.s,n.s:iam.s.b:e:i.mb:a:i(a-e)mw:i=a-","that it was a ""loud"" protest, as opposed to a peaceful one. in fact, there is an argument for calling the day a ""poll"". there is also the question of whether or not the queen would like a party. mrs blair says: ""well"".s,bb:i am.s,n.s:iam.s.b:e:i.",7.708628950139952e-09,5.656854249492381,"that it was a ""loud"" protestation, as oppose to a peaceable one. in fact, there is an statement for call the day a ""canvass"". there is too the interrogation of whether or not the queen would care a party. mrs blair say: ""well"".s,bb:i am.s,n.s:iam.s.b:e:i.",0.4605661864718383
7,henman hopes ended in dubai third seed tim henman slumped to a straight sets defeat in his rain-interrupted dubai open quarter-final against ivan ljubicic.  the croatian eighth seed booked his place in the last four with a 7-5 6-4 victory over the british number one. henman had looked on course to level the match after going 2-0 up in the second set  but his progress was halted as the rain intervened again. ljubicic hit back after the break to seal a fourth straight win over henman. earlier in the day  spanish fifth seed tommy robredo secured his semi-final place when he beat nicolas kiefer of germany 6-4 6-4. afterwards  henman was left cursing the weather and the umpire after seven breaks for rain during the match.  it was incredibly frustrating   henman said.  it s raining and the umpire doesn t take control.  he kept telling us to play till the end of the game. but if it s raining  you come off - the score s irrelevant.  it couldn t be more frustrating as i was very happy with my form until now. you don t expect this in the desert.,henman hopes ended in dubai third seed tim henman slumped to a straight sets defeat in his rain-interrupted dubai open quarter-final against ivan ljubicic. the croatian eighth seed booked his place in the last four with a 7-5 6-4 victory over the british number one. henman had looked on course to level the match after going 2-0 up in the second set but his progress was halted as the rain intervened again. l,"jugicic dropped serve, while henman, who has a six-match winless streak, held.
Held at the Dubai Internationals, the three-time Wimbledon champion, who lost the first-round tiebreaker.in the opening round, will now take on the top seeds from his group.ljubica is the defending champion, while the other two-time champions are the 2017.lijugicics.com.au/wimbledon-round","jugicic dropped serve, while henman, who has a six-match winless streak, held. Held at the Dubai Internationals, the three-time Wimbledon champion, who lost the first-round tiebreaker.in the opening round, will now take on the top seeds from his group.ljubica is the defending champion, while the other two-time champions are the 2017.lijugicics.com.",7.952460685069122e-06,4.315767642046551,"jugicic dropped serve, while henman, who has a six-lucifer winless run, keep. Keep at the Dubai Internationals, the three-clip Wimbledon champ, who lost the first-round tiebreaker.in the gap round, will now take on the top seed from his group.ljubica is the defend champ, while the other two-clip champion are the 2017.lijugicics.com.",1.3696601740023189
8,wilkinson fit to face edinburgh england captain jonny wilkinson will make his long-awaited return from injury against edinburgh on saturday.  wilkinson  who has not played since injuring his bicep on 17 october  took part in full-contact training with newcastle falcons on wednesday. and the 25-year-old fly-half will start saturday s heineken cup match at murrayfield on the bench. but newcastle director of rugby rob andrew said:  he s fine and we hope to get him into the game at some stage.  the 25-year-old missed england s autumn internationals after aggravating the haematoma in his upper right arm against saracens. he was subsequently replaced as england captain by full-back jason robinson. sale s charlie hodgson took over the number 10 shirt in the internationals against canada  south africa and australia. wilkinson s year has been disrupted by injury as his muscle problem followed eight months on the sidelines with a shoulder injury sustained in the world cup final.,wilkinson fit to face edinburgh england captain jonny wilkinson will make his long-awaited return from injury against edinburgh on saturday. wilkinson who has not played since injuring his bicep on 17 october took part in full-contact training with newcastle falcons on wednesday. and the 25-year-old fly-half will start saturday s heineken cup match at murrayfield on the bench. but newcastle director of rugby rob and,"iainmanney have confirmed: ""we are delighted to welcome wilkinson back to the squad.""
wilkins,who is also a member of theScotland squad that beatsss-arriving-at-meccanica to win thetossall's'championship'andwill beethereallyinformative,hasnoplanningforhiscomingmatch.com.ukheatedlyinheritedfromthepressesfirmbybrit","iainmanney have confirmed: ""we are delighted to welcome wilkinson back to the squad."" wilkins,who is also a member of theScotland squad that beatsss-arriving-at-meccanica to win thetossall's'championship'andwill beethereallyinformative,hasnoplanningforhiscomingmatch.com.",2.0881124596301087e-21,9.428090415820634,"iainmanney have confirmed: ""we are delighted to welcome wilkinson back to the squad."" wilkins,who is also a member of theScotland squad that beatsss-arriving-at-meccanica to win thetossall's'championship'andwill beethereallyinformative,hasnoplanningforhiscomingmatch.com.",0.6537204504606134
9,last star wars  not for children  the sixth and final star wars movie may not be suitable for young children  film-maker george lucas has said.  he told us tv show 60 minutes that revenge of the sith would be the darkest and most violent of the series.  i don t think i would take a five or six-year-old to this   he told the cbs programme  to be aired on sunday. lucas predicted the film would get a us rating advising parents some scenes may be unsuitable for under-13s. it opens in the uk and us on 19 may. he said he expected the film would be classified pg-13 - roughly equivalent to a british 12a rating.  the five previous star wars films have all carried less restrictive pg - parental guidance - ratings in the us. in the uk  they have all been passed u - suitable for all - with the exception of attack of the clones  which got a pg rating in 2002. revenge of the sith - the third prequel to the original 1977 star wars film - chronicles the transformation of the heroic anakin skywalker into the evil darth vader as he travels to a hell-like planet composed of erupting volcanoes and molten lava.  we re going to watch him make a pact with the devil   lucas said.  the film is much more dark  more emotional. it s much more of a tragedy.,last star wars not for children the sixth and final star wars movie may not be suitable for young children film-maker george lucas has said. he told us tv show 60 minutes that revenge of the sith would be the darkest and most violent of the series. i don t think i would take a five or six-year-old to this he told the cbs programme to be aired on sunday. lucas predicted the film would get a us rating advising parents some scenes may be," too violent. he also noted: ""we are talking about a childless, childless...theres no way..it isnt a good,a-good-fantasy-to-younger"" the director said.
Theatres in Europe have been shuttered.","too violent. he also noted: ""we are talking about a childless, childless...theres no way..it isnt a good,a-good-fantasy-to-younger"" the director said. Theatres in Europe have been shuttered.",3.011765371144257e-05,4.011887099014389,"too violent. he too observe: ""we are speak about a childless, childless...there no manner..it isnt a good,a-good-fantasy-to-younger"" the manager state. House in Europe have been shuttered.",1.0509877084907764
